ENSGALG00000016754	A
ENSG00000121410	A1BG
ENSG00000148584	A1CF
ENSGALG00000003765	A1CF
ENSG00000175899	A2M
ENSG00000166535	A2ML1
ENSGALG00000019254	A2ML1
ENSG00000184389	A3GALT2
ENSG00000128274	A4GALT
ENSGALG00000014128	A4GALT
ENSG00000118017	A4GNT
ENSGALG00000006600	A4GNT
ENSG00000094914	AAAS
ENSGALG00000013597	AAAS
ENSG00000081760	AACS
ENSGALG00000002899	AACS
ENSG00000114771	AADAC
ENSG00000197953	AADACL2
ENSG00000188984	AADACL3
ENSG00000204518	AADACL4
ENSG00000109576	AADAT
ENSGALG00000009655	AADAT
ENSG00000158122	AAED1
ENSGALG00000012624	AAED1
ENSG00000103591	AAGAB
ENSGALG00000007887	AAGAB
ENSG00000115977	AAK1
ENSGALG00000000019	AAK1
ENSG00000087884	AAMDC
ENSG00000127837	AAMP
ENSGALG00000011445	AAMP
ENSG00000129673	AANAT
ENSGALG00000001955	AANAT
ENSG00000131043	AAR2
ENSG00000205002	AARD
ENSG00000090861	AARS
ENSGALG00000001965	AARS
ENSG00000124608	AARS2
ENSGALG00000010162	AARS2
ENSG00000266967	AARSD1
ENSG00000157426	AASDH
ENSGALG00000013764	AASDH
ENSG00000149313	AASDHPPT
ENSGALG00000027981	AASDHPPT
ENSG00000008311	AASS
ENSGALG00000008953	AASS
ENSG00000275700	AATF
ENSGALG00000005420	AATF
ENSG00000181409	AATK
ENSGALG00000006901	AATK
ENSG00000183044	ABAT
ENSGALG00000007334	ABAT
ENSG00000277758	ABC7-42404400C24.1
ENSG00000165029	ABCA1
ENSGALG00000015433	ABCA1
ENSG00000154263	ABCA10
ENSG00000144452	ABCA12
ENSGALG00000003553	ABCA12
ENSG00000179869	ABCA13
ENSGALG00000013079	ABCA13
ENSG00000107331	ABCA2
ENSGALG00000001226	ABCA2
ENSG00000167972	ABCA3
ENSGALG00000001967	ABCA3
ENSG00000198691	ABCA4
ENSGALG00000005752	ABCA4
ENSG00000154265	ABCA5
ENSGALG00000004333	ABCA5
ENSG00000154262	ABCA6
ENSG00000064687	ABCA7
ENSGALG00000002453	ABCA7
ENSG00000141338	ABCA8
ENSG00000154258	ABCA9
ENSG00000085563	ABCB1
ENSG00000135776	ABCB10
ENSGALG00000011096	ABCB10
ENSG00000073734	ABCB11
ENSGALG00000010891	ABCB11
ENSGALG00000008912	ABCB1LB
ENSG00000005471	ABCB4
ENSG00000004846	ABCB5
ENSG00000115657	ABCB6
ENSGALG00000011648	ABCB6
ENSG00000131269	ABCB7
ENSGALG00000007788	ABCB7
ENSG00000197150	ABCB8
ENSG00000150967	ABCB9
ENSGALG00000003736	ABCB9
ENSG00000103222	ABCC1
ENSGALG00000006646	ABCC1
ENSG00000124574	ABCC10
ENSGALG00000010419	ABCC10
ENSG00000121270	ABCC11
ENSG00000140798	ABCC12
ENSG00000023839	ABCC2
ENSGALG00000007395	ABCC2
ENSG00000108846	ABCC3
ENSGALG00000007522	ABCC3
ENSG00000125257	ABCC4
ENSGALG00000016896	ABCC4
ENSG00000114770	ABCC5
ENSGALG00000008369	ABCC5
ENSG00000091262	ABCC6
ENSGALG00000006698	ABCC6
ENSG00000006071	ABCC8
ENSGALG00000006172	ABCC8
ENSG00000069431	ABCC9
ENSGALG00000013244	ABCC9
ENSG00000101986	ABCD1
ENSG00000173208	ABCD2
ENSGALG00000007142	ABCD2
ENSG00000117528	ABCD3
ENSGALG00000005647	ABCD3
ENSG00000119688	ABCD4
ENSGALG00000010229	ABCD4
ENSG00000164163	ABCE1
ENSGALG00000009961	ABCE1
ENSG00000204574	ABCF1
ENSG00000033050	ABCF2
ENSGALG00000013354	ABCF2
ENSG00000161204	ABCF3
ENSGALG00000008480	ABCF3
ENSG00000160179	ABCG1
ENSGALG00000016164	ABCG1
ENSG00000118777	ABCG2
ENSGALG00000005792	ABCG2
ENSG00000172350	ABCG4
ENSGALG00000006795	ABCG4
ENSG00000138075	ABCG5
ENSGALG00000009955	ABCG5
ENSG00000143921	ABCG8
ENSGALG00000009958	ABCG8
ENSG00000143994	ABHD1
ENSG00000144827	ABHD10
ENSGALG00000015378	ABHD10
ENSG00000106077	ABHD11
ENSGALG00000001056	ABHD11
ENSG00000100997	ABHD12
ENSGALG00000008525	ABHD12
ENSG00000131969	ABHD12B
ENSGALG00000020342	ABHD12B
ENSG00000139826	ABHD13
ENSGALG00000016853	ABHD13
ENSG00000248487	ABHD14A
ENSGALG00000028550	ABHD14A
ENSG00000114786	ABHD14A-ACY1
ENSG00000114779	ABHD14B
ENSG00000168792	ABHD15
ENSG00000204427	ABHD16A
ENSG00000183260	ABHD16B
ENSG00000129968	ABHD17A
ENSGALG00000018810	ABHD17A
ENSG00000107362	ABHD17B
ENSGALG00000015139	ABHD17B
ENSG00000136379	ABHD17C
ENSGALG00000006420	ABHD17C
ENSG00000164074	ABHD18
ENSG00000140526	ABHD2
ENSGALG00000006689	ABHD2
ENSG00000158201	ABHD3
ENSGALG00000014938	ABHD3
ENSG00000100439	ABHD4
ENSG00000011198	ABHD5
ENSGALG00000011510	ABHD5
ENSG00000163686	ABHD6
ENSGALG00000005696	ABHD6
ENSG00000127220	ABHD8
ENSGALG00000028826	ABHD8
ENSG00000136754	ABI1
ENSGALG00000007547	ABI1
ENSG00000138443	ABI2
ENSGALG00000008714	ABI2
ENSG00000108798	ABI3
ENSGALG00000001287	ABI3
ENSG00000154175	ABI3BP
ENSGALG00000015307	ABI3BP
ENSGALG00000003875	ABL
ENSG00000097007	ABL1
ENSG00000143322	ABL2
ENSGALG00000004213	ABL2
ENSG00000099204	ABLIM1
ENSGALG00000009048	ABLIM1
ENSG00000163995	ABLIM2
ENSGALG00000015559	ABLIM2
ENSG00000173210	ABLIM3
ENSGALG00000002790	ABLIM3
ENSG00000175164	ABO
