/experiments/ENCSR987MTA/	ENCSR987MTA	ChIP-seq	TF ChIP-seq	BHLHE40	BHLHE40	GM12878	GM12878	GEO:GSE106000,FactorBook:ENCSR987MTA	BHLHE40 ChIP-seq on human GM12878	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF588AQE/,/files/ENCFF216ZWY/,/files/ENCFF542AWV/,/files/ENCFF438VPJ/,/files/ENCFF686AFF/,/files/ENCFF153LYV/,/files/ENCFF002PPW/,/files/ENCFF451KMO/,/files/ENCFF273MCK/,/files/ENCFF751APO/,/files/ENCFF839UEW/,/files/ENCFF347XLQ/,/files/ENCFF538RYD/,/files/ENCFF331LPM/,/files/ENCFF244FHG/,/files/ENCFF773EVD/,/files/ENCFF106LWW/,/files/ENCFF402ZMX/,/files/ENCFF634YZT/,/files/ENCFF466FUD/,/files/ENCFF790HTS/,/files/ENCFF770FCH/,/files/ENCFF370ZNL/,/files/ENCFF542RLE/,/files/ENCFF510KSK/,/files/ENCFF779ZDD/,/files/ENCFF431VZN/,/files/ENCFF720VMA/,/files/ENCFF356THD/,/files/ENCFF229EBT/,/files/ENCFF816QSI/,/files/ENCFF535MTO/,/files/ENCFF466WCO/,/files/ENCFF522MRN/,/files/ENCFF468GKJ/,/files/ENCFF884ZYH/,/files/ENCFF172YHV/,/files/ENCFF811GIS/,/files/ENCFF037RKR/,/files/ENCFF069YPC/,/files/ENCFF006MIL/,/files/ENCFF944MMI/,/files/ENCFF095GMM/,/files/ENCFF013NVT/	/experiment-series/ENCSR931ILX/	ENCBS436SAI,ENCBS339VHO	5,4	1	ENCAB000AEK	Homo sapiens	adult											/replicates/78228fa7-2785-4e11-86ca-d7abbb73f48f/,/replicates/f45bc953-4b27-4bc3-8fd9-4afbe576739d/
/experiments/ENCSR584GHV/	ENCSR584GHV	ChIP-seq	TF ChIP-seq	NFE2L2	NFE2L2	A549	A549	GEO:GSE91894,FactorBook:ENCSR584GHV	NFE2L2 ChIP-seq on human A549	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF005FYV/,/files/ENCFF809DZF/,/files/ENCFF002EAH/,/files/ENCFF002EAK/,/files/ENCFF123GAA/,/files/ENCFF180AFK/,/files/ENCFF987KES/,/files/ENCFF481GOL/,/files/ENCFF354IAJ/,/files/ENCFF681XIW/,/files/ENCFF332PXJ/,/files/ENCFF735NEP/,/files/ENCFF639JCO/,/files/ENCFF784GZF/,/files/ENCFF146LOG/,/files/ENCFF847SCS/,/files/ENCFF822WBJ/,/files/ENCFF375UNS/,/files/ENCFF767PWR/,/files/ENCFF314DTI/,/files/ENCFF459RDS/,/files/ENCFF654YPN/,/files/ENCFF190IFF/,/files/ENCFF725VLJ/,/files/ENCFF004JMG/,/files/ENCFF003TGD/,/files/ENCFF792FSG/,/files/ENCFF639NLS/,/files/ENCFF475LPL/,/files/ENCFF308XVW/,/files/ENCFF331MCK/,/files/ENCFF668LIG/,/files/ENCFF599YMR/,/files/ENCFF427FBA/,/files/ENCFF407SGC/,/files/ENCFF155OUC/,/files/ENCFF948AWL/,/files/ENCFF025NLD/,/files/ENCFF418TUX/,/files/ENCFF144ZOZ/		ENCBS159AAA,ENCBS139BXF	1,2	1	ENCAB800OND	Homo sapiens	adult	58 years										/replicates/c643f214-3e07-4eb8-a022-4fa0bed19e65/,/replicates/36ae92f3-cdd7-4f82-a61f-3faf52e3a073/
/experiments/ENCSR143CEO/	ENCSR143CEO	ChIP-seq	TF ChIP-seq	ZC3H8	ZC3H8	K562	K562	FactorBook:ENCSR143CEO,GEO:GSE105320	ZC3H8 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF614JOC/,/files/ENCFF096PIF/,/files/ENCFF832AWU/,/files/ENCFF354CCL/,/files/ENCFF031OAX/,/files/ENCFF901OGE/,/files/ENCFF349YNT/,/files/ENCFF673YTB/,/files/ENCFF031JUQ/,/files/ENCFF247DSS/,/files/ENCFF355PMU/,/files/ENCFF815FID/,/files/ENCFF076BXU/,/files/ENCFF355RVT/,/files/ENCFF490QCL/,/files/ENCFF230KHP/,/files/ENCFF851WZS/,/files/ENCFF613OYP/,/files/ENCFF155QSZ/,/files/ENCFF228HCS/,/files/ENCFF718LFL/,/files/ENCFF722QEX/,/files/ENCFF211XFR/,/files/ENCFF895BIF/,/files/ENCFF706VFX/,/files/ENCFF564IZS/,/files/ENCFF009UWA/,/files/ENCFF766PNT/,/files/ENCFF595GXX/,/files/ENCFF870UXB/,/files/ENCFF528OBG/,/files/ENCFF414CCP/,/files/ENCFF048CWE/,/files/ENCFF228NZS/,/files/ENCFF464LBI/,/files/ENCFF445IPT/,/files/ENCFF288FBK/,/files/ENCFF378VOU/,/files/ENCFF104GHR/,/files/ENCFF555WLF/,/files/ENCFF764BNL/,/files/ENCFF015XIL/,/files/ENCFF784MKW/,/files/ENCFF384LXN/	/experiment-series/ENCSR258ZMT/	ENCBS406RFF,ENCBS783WYV	2,1	1	ENCAB161IHY	Homo sapiens	adult	53 years										/replicates/f2591e6a-517f-4d9d-ad99-d193e978cbb1/,/replicates/bde1a278-cc60-4db7-ace1-1d883f451283/
/experiments/ENCSR140DSL/	ENCSR140DSL	ChIP-seq	TF ChIP-seq	MAFF	MAFF	HeLa-S3	HeLa-S3	GEO:GSE91526,FactorBook:ENCSR140DSL	MAFF ChIP-seq on human HeLa-S3	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF712HZH/,/files/ENCFF241OVG/,/files/ENCFF591QCR/,/files/ENCFF428DLR/,/files/ENCFF145POH/,/files/ENCFF404JHL/,/files/ENCFF492VYK/,/files/ENCFF997ZWI/,/files/ENCFF355UVY/,/files/ENCFF328DSQ/,/files/ENCFF117VVI/,/files/ENCFF411BAO/,/files/ENCFF177JGY/,/files/ENCFF097SYL/,/files/ENCFF002EDF/,/files/ENCFF002EDH/,/files/ENCFF002SPV/,/files/ENCFF226KER/,/files/ENCFF024VPZ/,/files/ENCFF210ASQ/,/files/ENCFF478JTG/,/files/ENCFF233PJI/,/files/ENCFF638ZBF/,/files/ENCFF922ANL/,/files/ENCFF384GIM/,/files/ENCFF575MOS/,/files/ENCFF507YIO/,/files/ENCFF358MCH/,/files/ENCFF270YXB/,/files/ENCFF554QCN/,/files/ENCFF732HFY/,/files/ENCFF145LHC/,/files/ENCFF010EXG/,/files/ENCFF387WOS/,/files/ENCFF908SKO/,/files/ENCFF404NTU/,/files/ENCFF230ZYH/,/files/ENCFF453QDD/,/files/ENCFF230VKS/,/files/ENCFF218QWU/,/files/ENCFF432JOE/,/files/ENCFF928RGF/,/files/ENCFF750CVD/,/files/ENCFF150CRB/,/files/ENCFF271KFE/,/files/ENCFF670CRK/,/files/ENCFF641LIZ/,/files/ENCFF853WGC/,/files/ENCFF672LKL/,/files/ENCFF567MLT/,/files/ENCFF692TOS/,/files/ENCFF511CFI/,/files/ENCFF052TGN/,/files/ENCFF939XMX/		ENCBS658BKJ,ENCBS899VUW	2,3	1	ENCAB717EYF	Homo sapiens	adult	31 years										/replicates/0d41ce74-94fe-4c33-8d1a-caea78927ecf/,/replicates/8c6ec334-20fb-44b4-a063-97b672008dd3/
/experiments/ENCSR785UCD/	ENCSR785UCD	ChIP-seq	TF ChIP-seq	ZNF8	ZNF8	MCF-7	MCF-7	FactorBook:ENCSR785UCD,GEO:GSE127545	ZNF8 ChIP-seq on human MCF-7	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF870PPB/,/files/ENCFF615EAA/,/files/ENCFF548RDN/,/files/ENCFF839WCB/,/files/ENCFF100JTY/,/files/ENCFF010LCB/,/files/ENCFF226YSY/,/files/ENCFF175WBA/,/files/ENCFF666EWZ/,/files/ENCFF256TVJ/,/files/ENCFF647CCJ/,/files/ENCFF097EUA/,/files/ENCFF300ECY/,/files/ENCFF722QMK/,/files/ENCFF969GEX/,/files/ENCFF776BHL/,/files/ENCFF278KIH/,/files/ENCFF392CPN/,/files/ENCFF991VQC/,/files/ENCFF007OYR/,/files/ENCFF624IHX/,/files/ENCFF552XHJ/,/files/ENCFF525RRP/,/files/ENCFF341ORD/,/files/ENCFF067RHE/,/files/ENCFF105FOK/,/files/ENCFF849SJW/,/files/ENCFF188BAD/,/files/ENCFF097NQM/,/files/ENCFF154PYA/,/files/ENCFF495QMN/,/files/ENCFF158FNB/,/files/ENCFF185PMB/,/files/ENCFF398PXO/,/files/ENCFF128PEB/,/files/ENCFF360OBT/,/files/ENCFF610IQW/,/files/ENCFF049BZC/,/files/ENCFF591PXC/,/files/ENCFF505NQY/,/files/ENCFF025WID/,/files/ENCFF747MUC/,/files/ENCFF019KQK/,/files/ENCFF806GXB/		ENCBS773JGQ,ENCBS868OVR	2,1	1	ENCAB472ORM	Homo sapiens	adult	69 years										/replicates/2293991b-0abd-46cb-ae01-995aa25eb3d2/,/replicates/3dc6d99a-4f70-478d-8b70-6cbfc0e61603/
/experiments/ENCSR112ALD/	ENCSR112ALD	ChIP-seq	TF ChIP-seq	CREB1	CREB1	HepG2	HepG2	FactorBook:ENCSR112ALD,GEO:GSE127408	CREB1 ChIP-seq on human HepG2	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF149OFF/,/files/ENCFF199RYE/,/files/ENCFF239CYG/,/files/ENCFF752JVQ/,/files/ENCFF319GEZ/,/files/ENCFF011HOS/,/files/ENCFF724TAT/,/files/ENCFF600AOU/,/files/ENCFF511CNY/,/files/ENCFF384KWM/,/files/ENCFF062EUT/,/files/ENCFF124LWU/,/files/ENCFF320SCI/,/files/ENCFF267XER/,/files/ENCFF853TTW/,/files/ENCFF826PKU/,/files/ENCFF642YGX/,/files/ENCFF751SAZ/,/files/ENCFF732KKY/,/files/ENCFF130QTI/,/files/ENCFF759XLA/,/files/ENCFF414DXJ/,/files/ENCFF740YDK/,/files/ENCFF727DNJ/,/files/ENCFF239JWR/,/files/ENCFF835UPN/,/files/ENCFF261UKU/,/files/ENCFF304FKQ/,/files/ENCFF228LSW/,/files/ENCFF708DXF/,/files/ENCFF223OPP/,/files/ENCFF161PGD/,/files/ENCFF829GZL/,/files/ENCFF632NSS/,/files/ENCFF644LDW/,/files/ENCFF349LDQ/,/files/ENCFF350CSQ/,/files/ENCFF365ROK/,/files/ENCFF907ARJ/,/files/ENCFF550TXR/,/files/ENCFF249YKO/,/files/ENCFF408ICU/,/files/ENCFF245XUI/,/files/ENCFF624QRH/	/experiment-series/ENCSR264DHM/	ENCBS577XCP,ENCBS337WJM	2,3	1	ENCAB279BHV	Homo sapiens	child	15 years										/replicates/7dbb4965-b450-484a-80f8-1f648226cd46/,/replicates/6b66c975-e203-4cf8-b8f6-c45a10462fec/
/experiments/ENCSR000DKB/	ENCSR000DKB	ChIP-seq	TF ChIP-seq	FOS	FOS	K562 genetically modified using stable transfection	K562	UCSC-ENCODE-hg19:wgEncodeEH001207,FactorBook:ENCSR000DKB,GEO:GSM777644	FOS ChIP-seq on human K562 eGFP-FOS	Kevin White, UChicago	ENCODE	released	/files/ENCFF000ZTM/,/files/ENCFF000ZTN/,/files/ENCFF000ZTP/,/files/ENCFF000ZTS/,/files/ENCFF000ZTT/,/files/ENCFF000ZTY/,/files/ENCFF000ZUD/,/files/ENCFF000ZUE/,/files/ENCFF001VRH/,/files/ENCFF002DDV/,/files/ENCFF422QVU/,/files/ENCFF652LPW/,/files/ENCFF607RHS/,/files/ENCFF011KDH/,/files/ENCFF046GWZ/,/files/ENCFF063VYC/,/files/ENCFF262BVH/,/files/ENCFF290OSN/,/files/ENCFF306DQB/,/files/ENCFF668PQX/,/files/ENCFF150EJD/,/files/ENCFF827RTF/,/files/ENCFF318ENI/		ENCBS799VSJ,ENCBS607WST,ENCBS366WZA	3,2,1	1	ENCAB000ASW	Homo sapiens	adult	53 years										/replicates/5946239a-669c-4966-806f-4d6ffaf2984d/,/replicates/f37e83bf-4dd3-4959-b3a5-fdc6d24fdd1a/,/replicates/3b9a789c-9562-49a8-a64e-3ea65442d6cf/
/experiments/ENCSR588AKU/	ENCSR588AKU	ChIP-seq	TF ChIP-seq	RUNX1	RUNX1	K562	K562	FactorBook:ENCSR588AKU,GEO:GSE96253	ChIP-Seq on K562-human	Richard Myers, HAIB	ENCODE	released	/files/ENCFF553DAZ/,/files/ENCFF676CXB/,/files/ENCFF768XDX/,/files/ENCFF689EEG/,/files/ENCFF982USG/,/files/ENCFF147WNH/,/files/ENCFF341RWZ/,/files/ENCFF903KVY/,/files/ENCFF962DJQ/,/files/ENCFF259VDF/,/files/ENCFF011EFB/,/files/ENCFF206UIN/,/files/ENCFF535RVH/,/files/ENCFF422BXE/,/files/ENCFF515YST/,/files/ENCFF644JIO/,/files/ENCFF391CGQ/,/files/ENCFF892CVA/,/files/ENCFF217LOT/,/files/ENCFF908OKZ/,/files/ENCFF281EQZ/,/files/ENCFF736QLP/,/files/ENCFF497WWQ/,/files/ENCFF280MYH/,/files/ENCFF011XRF/,/files/ENCFF812KIP/,/files/ENCFF472QBL/,/files/ENCFF796KDJ/,/files/ENCFF198AJC/,/files/ENCFF410VFY/,/files/ENCFF604SPG/,/files/ENCFF185TTH/,/files/ENCFF157SQN/,/files/ENCFF246VDU/,/files/ENCFF560AQD/,/files/ENCFF324JON/,/files/ENCFF867UFX/,/files/ENCFF437PVP/,/files/ENCFF388VTY/,/files/ENCFF049YPY/,/files/ENCFF091MQJ/,/files/ENCFF222JOO/	/experiment-series/ENCSR198UGK/	ENCBS316CKF,ENCBS602AAA	1,2	1	ENCAB000BIM	Homo sapiens	adult	53 years										/replicates/ece9afae-7e48-4a59-a061-307336ca3486/,/replicates/e1d948c4-dc1d-4065-81a7-c61409ec1cb1/
/experiments/ENCSR000EFZ/	ENCSR000EFZ	ChIP-seq	TF ChIP-seq	UBTF	UBTF	K562	K562	GEO:GSM935642,FactorBook:ENCSR000EFZ,UCSC-ENCODE-hg19:wgEncodeEH002850	UBTF ChIP-seq on human K562 produced by the Snyder lab	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000ZCQ/,/files/ENCFF000ZCR/,/files/ENCFF000ZCT/,/files/ENCFF000ZCV/,/files/ENCFF000ZCW/,/files/ENCFF000ZCX/,/files/ENCFF001VPG/,/files/ENCFF002CYO/,/files/ENCFF804FLN/,/files/ENCFF461FMW/,/files/ENCFF552IGP/,/files/ENCFF012LYY/,/files/ENCFF314KHY/,/files/ENCFF978UZM/,/files/ENCFF134SYL/,/files/ENCFF916JGB/,/files/ENCFF002THP/,/files/ENCFF468ESM/,/files/ENCFF232SFM/,/files/ENCFF466ZQX/,/files/ENCFF512HLJ/,/files/ENCFF621XGL/,/files/ENCFF671DOL/,/files/ENCFF150VMW/,/files/ENCFF793HLM/,/files/ENCFF183WVQ/,/files/ENCFF526KSL/,/files/ENCFF642GIH/,/files/ENCFF613NZO/,/files/ENCFF653CAX/,/files/ENCFF505BKT/,/files/ENCFF161BNR/,/files/ENCFF299EPH/,/files/ENCFF383ZNR/,/files/ENCFF035DJD/,/files/ENCFF507ZLI/,/files/ENCFF603ZSN/,/files/ENCFF481NFW/,/files/ENCFF140XDQ/,/files/ENCFF227CXX/,/files/ENCFF012EFE/,/files/ENCFF746QBD/,/files/ENCFF462NBV/,/files/ENCFF284WGW/,/files/ENCFF418WGX/,/files/ENCFF403TAF/,/files/ENCFF800EJL/,/files/ENCFF243KHO/,/files/ENCFF977FEU/	/experiment-series/ENCSR156AEJ/	ENCBS039ENC	1,2	1	ENCAB000AME	Homo sapiens	adult	53 years										/replicates/856933ff-d296-4f4d-9b95-2fc29ead2dbc/,/replicates/c94c4a43-292a-407e-bffa-140507adc9e4/
/experiments/ENCSR028NUR/	ENCSR028NUR	ChIP-seq	TF ChIP-seq	ZNF592	ZNF592	MCF-7	MCF-7	GEO:GSE91425,FactorBook:ENCSR028NUR	ZNF592 ChIP-seq on human MCF-7	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF722DDE/,/files/ENCFF168OGV/,/files/ENCFF308IIP/,/files/ENCFF724LAL/,/files/ENCFF460NQX/,/files/ENCFF085YNE/,/files/ENCFF198QUT/,/files/ENCFF123UZJ/,/files/ENCFF821MHO/,/files/ENCFF787FGZ/,/files/ENCFF082KSM/,/files/ENCFF599WQX/,/files/ENCFF261FEZ/,/files/ENCFF154RQE/,/files/ENCFF185LGF/,/files/ENCFF134UIM/,/files/ENCFF010OCS/,/files/ENCFF262ETM/,/files/ENCFF096FDT/,/files/ENCFF227EIC/,/files/ENCFF998NFM/,/files/ENCFF033ITL/,/files/ENCFF014OEB/,/files/ENCFF521YRB/,/files/ENCFF401LPE/,/files/ENCFF547TUD/,/files/ENCFF215JEP/,/files/ENCFF007XEM/,/files/ENCFF876OZO/,/files/ENCFF017WTF/,/files/ENCFF007PWS/,/files/ENCFF924QHJ/,/files/ENCFF899DDC/,/files/ENCFF479QNJ/,/files/ENCFF610XLJ/,/files/ENCFF646LTT/,/files/ENCFF720PZA/,/files/ENCFF062CWH/,/files/ENCFF007ENR/,/files/ENCFF317VVJ/,/files/ENCFF054UMX/,/files/ENCFF255EFA/,/files/ENCFF847WAB/,/files/ENCFF615FIR/	/experiment-series/ENCSR720NDV/	ENCBS488MMM,ENCBS158RRU	2,1	1	ENCAB858XCQ	Homo sapiens	adult	69 years										/replicates/4daae9ea-0401-4a8d-a990-fa383ce27339/,/replicates/ba8b283b-7dbf-4642-9f19-8507c7a56ac5/
