HES4	2.424942	11.074230	0.000000	0.000000
SAE1	2.221957	10.024317	0.000000	0.000000
UBQLN1	2.128212	9.539439	0.000000	0.000000
RAB5IF	2.048523	9.127255	0.000000	0.000000
HIST1H3B	2.029665	9.029717	0.000000	0.000000
ID1	1.985374	8.800630	0.000000	0.000000
GLYCTK	1.934807	8.539078	0.000000	0.000000
HIST1H4E	1.889134	8.302843	0.000000	0.000000
STK19	1.887263	8.293163	0.000000	0.000000
CAMK2D	1.871377	8.210994	0.000000	0.000000
IFT20	1.858662	8.145230	0.000000	0.000000
TNFAIP1	1.853919	8.120697	0.000000	0.000000
MGME1	1.839308	8.045122	0.000000	0.000000
HIST1H4B	1.836820	8.032253	0.000000	0.000000
SNX5	1.797898	7.830936	0.000000	0.000000
ATP5MC1	1.790701	7.793710	0.000000	0.000000
UBC	1.767005	7.671146	0.000000	0.000000
ZNF335	1.764159	7.656426	0.000000	0.000000
DUSP1	1.759712	7.633425	0.000000	0.000000
ZC3H4	1.750700	7.586811	0.000000	0.000000
NUDT18	1.691153	7.278813	0.000000	0.000000
GSPT1	1.660050	7.117940	0.000000	0.000000
ABCE1	1.646269	7.046658	0.000000	0.000000
PARP2	1.641356	7.021248	0.000000	0.000000
AC098588.1	1.640982	7.019310	0.000000	0.000000
CHMP3	1.635338	6.990118	0.000000	0.000000
WDR82	1.630199	6.963537	0.000000	0.000000
EIF1	1.613181	6.875516	0.000000	0.000000
CNDP2	1.607235	6.844760	0.000000	0.000000
NR1D1	1.604599	6.831123	0.000000	0.000000
ISG15	1.596746	6.790506	0.000000	0.000000
MBIP	1.577523	6.691079	0.000000	0.000000
RPL24	1.567348	6.638451	0.000000	0.000000
GTF3C1	1.561395	6.607659	0.000000	0.000000
ARG2	1.558316	6.591731	0.000000	0.000000
DTD2	1.550890	6.553325	0.000000	0.000000
HIST1H2AB	1.537792	6.485574	0.000000	0.000000
SPATA2	1.524718	6.417951	0.000000	0.000000
AL132780.3	1.523561	6.411968	0.000000	0.000000
HLA-DMA	1.519884	6.392947	0.000000	0.000000
RNF44	1.516628	6.376109	0.000000	0.000000
CLDN6	1.516029	6.373007	0.000000	0.000000
TM9SF4	1.515393	6.369718	0.000000	0.000000
TRMO	1.500008	6.290146	0.000000	0.000000
KIAA0556	1.491847	6.247932	0.000000	0.000001
AL139353.1	1.490539	6.241167	0.000000	0.000001
TP53INP2	1.477112	6.171719	0.000000	0.000001
DDX10	1.476882	6.170526	0.000000	0.000001
MYL6	1.466390	6.116258	0.000000	0.000001
PUM3	1.457108	6.068250	0.000000	0.000002
KATNB1	1.434368	5.950630	0.000000	0.000003
ZNFX1	1.429379	5.924825	0.000000	0.000004
AJUBA	1.428031	5.917855	0.000000	0.000004
ELP5	1.426046	5.907584	0.000000	0.000004
ZNF460	1.421351	5.883299	0.000000	0.000004
DHRS1	1.417022	5.860910	0.000000	0.000005
ALS2	1.411078	5.830166	0.000000	0.000006
ZZEF1	1.410260	5.825932	0.000000	0.000006
ZC3H10	1.405649	5.802086	0.000000	0.000007
BRD2	1.404536	5.796329	0.000000	0.000007
RAB30	1.404044	5.793781	0.000000	0.000007
ANAPC10	1.403856	5.792812	0.000000	0.000007
ASXL2	1.401805	5.782203	0.000000	0.000007
CYCS	1.400569	5.775812	0.000000	0.000007
IQCN	1.400316	5.774502	0.000000	0.000007
GZF1	1.399123	5.768331	0.000000	0.000007
NOP9	1.397186	5.758311	0.000000	0.000007
CENPN	1.390231	5.722338	0.000000	0.000009
STX12	1.375917	5.648302	0.000000	0.000014
C9orf3	1.371151	5.623648	0.000000	0.000015
ESYT1	1.369198	5.613546	0.000000	0.000016
DXO	1.367257	5.603507	0.000000	0.000017
TEAD1	1.366013	5.597076	0.000000	0.000017
HIST1H4H	1.363494	5.584046	0.000000	0.000018
IBA57	1.360055	5.566257	0.000000	0.000020
GPSM3	1.357794	5.554564	0.000000	0.000021
ACBD4	1.347579	5.501726	0.000000	0.000028
HIST1H3D	1.345524	5.491099	0.000000	0.000029
CNTROB	1.337436	5.449266	0.000000	0.000036
CSNK1D	1.336127	5.442493	0.000000	0.000037
TRAPPC1	1.334552	5.434348	0.000000	0.000038
RPP14	1.322607	5.372562	0.000000	0.000052
EPHA2	1.315042	5.333432	0.000000	0.000063
HTD2	1.314834	5.332356	0.000000	0.000063
STK40	1.312562	5.320605	0.000000	0.000067
SPATA2L	1.309896	5.306816	0.000000	0.000071
TIPRL	1.309138	5.302895	0.000000	0.000072
RAB11B	1.308605	5.300138	0.000000	0.000072
ZFYVE27	1.307880	5.296391	0.000000	0.000072
JUND	1.306919	5.291418	0.000000	0.000073
KIFC2	1.306315	5.288295	0.000000	0.000073
PNN	1.306274	5.288080	0.000000	0.000073
PSMD3	1.292146	5.215009	0.000000	0.000106
RBM42	1.288410	5.195682	0.000001	0.000116
NF1	1.281382	5.159333	0.000001	0.000139
CRYBG2	1.259894	5.048188	0.000001	0.000242
PLCD3	1.256875	5.032574	0.000001	0.000259
HPS5	1.253614	5.015708	0.000001	0.000279
MAGOHB	1.248741	4.990502	0.000002	0.000314
ZNF593	1.246020	4.976428	0.000002	0.000333
CYB5D2	1.239206	4.941185	0.000002	0.000393
ARIH1	1.235548	4.922263	0.000002	0.000427
MYL5	1.227229	4.879235	0.000003	0.000514
SREBF2	1.227112	4.878627	0.000003	0.000514
PAXBP1	1.227078	4.878455	0.000003	0.000514
ADNP2	1.217421	4.828505	0.000003	0.000649
PPP1R11	1.208316	4.781409	0.000004	0.000806
DNAJC27	1.206480	4.771911	0.000005	0.000836
NUPL2	1.205337	4.766002	0.000005	0.000846
ING4	1.205256	4.765581	0.000005	0.000846
FOSL2	1.204161	4.759919	0.000005	0.000853
HAUS5	1.204065	4.759420	0.000005	0.000853
FAIM	1.203831	4.758210	0.000005	0.000853
GTF2H1	1.202463	4.751137	0.000005	0.000874
THADA	1.199401	4.735300	0.000005	0.000929
CDC5L	1.199304	4.734797	0.000005	0.000929
RNF7	1.196626	4.720942	0.000006	0.000983
NEK2	1.194047	4.707603	0.000006	0.001038
FAM177A1	1.190315	4.688301	0.000007	0.001127
FOXO3	1.188355	4.678165	0.000007	0.001172
UMPS	1.187084	4.671588	0.000007	0.001198
TAF11	1.181039	4.640324	0.000008	0.001375
TSTD2	1.180690	4.638517	0.000008	0.001375
ZNF687	1.175594	4.612159	0.000010	0.001541
ZNF76	1.173604	4.601866	0.000010	0.001597
HIST1H2AL	1.173416	4.600893	0.000010	0.001597
NCBP1	1.172392	4.595595	0.000010	0.001624
TRIB1	1.168084	4.573314	0.000011	0.001784
RFX1	1.167675	4.571202	0.000012	0.001788
HSP90AB1	1.165067	4.557710	0.000012	0.001887
VASP	1.162608	4.544992	0.000013	0.001984
CDC7	1.161790	4.540758	0.000013	0.002007
HIST1H2BF	1.160671	4.534971	0.000014	0.002045
ATP9B	1.160257	4.532831	0.000014	0.002049
ZMYND8	1.158402	4.523234	0.000014	0.002125
EHHADH	1.157207	4.517055	0.000015	0.002158
XRN2	1.157094	4.516471	0.000015	0.002158
LTB4R2	1.156211	4.511905	0.000015	0.002187
ROCK2	1.155763	4.509588	0.000015	0.002195
UBE2H	1.149852	4.479013	0.000018	0.002500
PTP4A1	1.148811	4.473628	0.000018	0.002537
ZNF547	1.148610	4.472590	0.000018	0.002537
MAPKAPK5	1.147258	4.465596	0.000019	0.002599
LRRC8A	1.146452	4.461426	0.000019	0.002629
EIF6	1.141493	4.435776	0.000021	0.002927
YTHDC2	1.140606	4.431190	0.000022	0.002966
BIRC2	1.139471	4.425317	0.000022	0.003024
AL031777.3	1.139077	4.423282	0.000023	0.003030
TRAPPC2B	1.133612	4.395015	0.000025	0.003410
RNF166	1.129901	4.375819	0.000028	0.003684
MTHFSD	1.124061	4.345610	0.000032	0.004175
IFT57	1.120659	4.328014	0.000034	0.004477
CTU2	1.120093	4.325089	0.000035	0.004504
AP4S1	1.119766	4.323396	0.000035	0.004508
HIST1H2AD	1.116920	4.308677	0.000037	0.004773
CEBPB	1.114640	4.296883	0.000039	0.004989
TGFBR2	1.108752	4.266429	0.000044	0.005624
CYHR1	1.108654	4.265920	0.000045	0.005624
CREB3L2	1.107162	4.258204	0.000046	0.005775
GPR137C	1.106293	4.253710	0.000047	0.005829
CCNB1IP1	1.105924	4.251803	0.000047	0.005829
AHI1	1.105890	4.251624	0.000047	0.005829
NFATC2	1.104978	4.246908	0.000048	0.005842
VAMP5	1.104968	4.246859	0.000048	0.005842
AC003002.1	1.104958	4.246803	0.000048	0.005842
LYRM1	1.100889	4.225760	0.000053	0.006348
AC112504.2	1.099828	4.220271	0.000054	0.006425
CLU	1.099792	4.220084	0.000054	0.006425
PARD6B	1.097576	4.208622	0.000057	0.006703
ZNF184	1.095090	4.195765	0.000060	0.007033
MAFK	1.090233	4.170641	0.000067	0.007732
NQO2	1.090078	4.169839	0.000067	0.007732
DCAF11	1.089899	4.168915	0.000067	0.007732
SCYL3	1.087082	4.154343	0.000071	0.008169
TMEM9	1.085039	4.143777	0.000075	0.008486
TMEM198	1.082776	4.132073	0.000078	0.008856
CDC42	1.082139	4.128777	0.000079	0.008927
TNFRSF12A	1.080638	4.121011	0.000082	0.009166
JOSD1	1.080063	4.118038	0.000083	0.009227
NAGPA	1.077784	4.106250	0.000087	0.009632
ZBTB11	1.075810	4.096040	0.000091	0.009988
AL049839.2	1.075057	4.092146	0.000092	0.010093
ALG1	1.071402	4.073239	0.000100	0.010843
STRN3	1.071107	4.071716	0.000100	0.010851
CALM2	1.069173	4.061714	0.000104	0.011241
CLTB	1.068915	4.060375	0.000105	0.011241
C12orf66	1.063150	4.030559	0.000118	0.012614
HIST1H4A	1.062295	4.026135	0.000121	0.012773
ELP1	1.061665	4.022878	0.000122	0.012873
FBXO34	1.058909	4.008622	0.000129	0.013560
AC073283.3	1.058344	4.005698	0.000131	0.013648
B3GALNT2	1.057157	3.999559	0.000134	0.013905
IL5RA	1.056938	3.998428	0.000135	0.013905
TTC1	1.056095	3.994070	0.000137	0.014076
CCNI	1.055793	3.992503	0.000138	0.014092
CD2BP2	1.055169	3.989281	0.000140	0.014202
ZNF483	1.054189	3.984211	0.000143	0.014418
COQ7	1.052253	3.974194	0.000148	0.014928
ASXL1	1.049831	3.961670	0.000156	0.015610
ZNRD1	1.049236	3.958589	0.000158	0.015723
SLC7A6	1.048389	3.954210	0.000161	0.015918
DEPDC4	1.047386	3.949023	0.000164	0.016167
C2orf92	1.042585	3.924192	0.000181	0.017740
CHPF	1.042068	3.921517	0.000183	0.017839
COG1	1.039660	3.909061	0.000192	0.018639
PPP2R2D	1.039143	3.906388	0.000194	0.018742
B3GAT3	1.038907	3.905166	0.000195	0.018742
ITPRIPL2	1.038090	3.900939	0.000198	0.018962
AP5S1	1.037657	3.898702	0.000200	0.019003
TINF2	1.037510	3.897940	0.000200	0.019003
SCYL2	1.037151	3.896081	0.000202	0.019050
FAT1	1.036480	3.892613	0.000204	0.019216
TRPC4AP	1.036252	3.891432	0.000205	0.019216
ESYT2	1.035900	3.889613	0.000207	0.019262
ACTR1B	1.034821	3.884031	0.000211	0.019593
CASC4	1.033644	3.877943	0.000216	0.019909
FAM206A	1.033561	3.877515	0.000217	0.019909
PPP1R15A	1.028719	3.852470	0.000239	0.021832
MRPL4	1.026656	3.841801	0.000249	0.022643
IRF2BP2	1.024583	3.831079	0.000259	0.023487
DDX21	1.023575	3.825862	0.000265	0.023852
C1orf232	1.022641	3.821034	0.000269	0.024187
EMC8	1.021683	3.816078	0.000275	0.024539
VPS37B	1.021035	3.812725	0.000278	0.024744
ANKRD1	1.015172	3.782398	0.000312	0.027640
AC022167.5	1.014192	3.777329	0.000318	0.028003
FOSB	1.014052	3.776605	0.000319	0.028003
TRNT1	1.012107	3.766546	0.000331	0.028959
CMSS1	1.008067	3.745652	0.000358	0.031186
PPM1D	1.005410	3.731906	0.000377	0.032688
PXT1	1.004806	3.728784	0.000382	0.032928
ZNF543	1.004237	3.725840	0.000386	0.033148
NR2F1	1.003664	3.722879	0.000390	0.033371
KCTD20	1.003124	3.720084	0.000394	0.033576
THOP1	1.002290	3.715771	0.000401	0.033974
PRC1	1.001351	3.710915	0.000408	0.034306
ZBTB37	1.001343	3.710869	0.000408	0.034306
ANKS1A	0.998117	3.694186	0.000434	0.036247
TRAPPC6B	0.998029	3.693729	0.000435	0.036247
TCTEX1D4	0.997337	3.690150	0.000441	0.036576
TGM2	0.996757	3.687152	0.000445	0.036701
EXOSC9	0.996635	3.686519	0.000446	0.036701
BTG3	0.996508	3.685863	0.000448	0.036701
AKR1D1	0.994735	3.676692	0.000463	0.037805
PEF1	0.994490	3.675425	0.000465	0.037827
TTC6	0.994237	3.674116	0.000467	0.037855
RBM39	0.993625	3.670950	0.000473	0.038142
PPIL2	0.992783	3.666598	0.000480	0.038538
PRRC2A	0.992656	3.665937	0.000482	0.038538
OXSR1	0.990424	3.654392	0.000502	0.040041
LARP7	0.989430	3.649254	0.000512	0.040637
CSTF3	0.987866	3.641164	0.000527	0.041687
TMBIM1	0.985497	3.628911	0.000551	0.043413
EFHC1	0.985259	3.627680	0.000554	0.043436
GORASP2	0.982978	3.615880	0.000578	0.045155
AC104581.2	0.980473	3.602924	0.000605	0.047131
