DUSP1	9.307084	15.050021	0.000000	0.000000
ID1	7.836957	12.468348	0.000000	0.000000
ZFP36	7.673667	12.181595	0.000000	0.000000
WDR74	6.908434	10.837778	0.000000	0.000000
DDIT4	6.470561	10.068835	0.000000	0.000000
POLR2A	5.724603	8.758867	0.000000	0.000000
FTH1	5.702402	8.719880	0.000000	0.000000
ZBTB4	5.603744	8.546627	0.000000	0.000000
RPS16	5.529301	8.415899	0.000000	0.000000
TTI2	5.419558	8.223181	0.000000	0.000000
FTL	5.393629	8.177646	0.000000	0.000000
SUPT5H	5.384828	8.162192	0.000000	0.000000
EIF1	5.267583	7.956298	0.000000	0.000000
PLEKHG2	4.754163	7.054687	0.000000	0.000000
EIF4A1	4.608212	6.798385	0.000000	0.000000
SERTAD1	4.600620	6.785053	0.000000	0.000000
MAT2A	4.477611	6.569037	0.000000	0.000000
CEBPB	4.477243	6.568391	0.000000	0.000000
HEXIM1	4.477156	6.568239	0.000000	0.000000
RPS9	4.459866	6.537875	0.000000	0.000000
C11orf98	4.383467	6.403713	0.000000	0.000000
CSKMT	4.376515	6.391504	0.000000	0.000000
AP001458.2	4.347359	6.340304	0.000000	0.000001
RCC1	4.287703	6.235542	0.000000	0.000001
NEK8	4.265838	6.197146	0.000000	0.000001
SAT1	4.241454	6.154325	0.000000	0.000002
RPL13A	4.228551	6.131667	0.000000	0.000002
RPLP1	4.209870	6.098860	0.000000	0.000002
BCL3	4.104102	5.913122	0.000000	0.000007
SRSF2	4.092030	5.891924	0.000000	0.000008
ZNFX1	4.059310	5.834464	0.000000	0.000010
TRIB1	4.049829	5.817815	0.000000	0.000011
ZFP36L2	4.047122	5.813060	0.000000	0.000011
RPS19	4.019532	5.764611	0.000000	0.000014
PFN1	3.982620	5.699789	0.000000	0.000020
ZBTB37	3.928777	5.605236	0.000000	0.000033
TMSB10	3.927828	5.603571	0.000000	0.000033
FOSL2	3.849910	5.466739	0.000000	0.000068
KRT86	3.829481	5.430864	0.000000	0.000080
RPL13	3.763577	5.315130	0.000000	0.000146
KRT7	3.733046	5.261516	0.000000	0.000189
RPS11	3.710058	5.221147	0.000000	0.000228
NFKBIA	3.697347	5.198824	0.000001	0.000250
RPS2	3.621998	5.066505	0.000001	0.000482
RPL23A	3.573753	4.981782	0.000002	0.000721
HIST2H2AC	3.569812	4.974862	0.000002	0.000730
HIST2H2BE	3.561803	4.960797	0.000002	0.000766
RHOB	3.552184	4.943906	0.000002	0.000802
RPL23	3.550061	4.940177	0.000002	0.000802
MT2A	3.549463	4.939128	0.000002	0.000802
